Spot	SampleID	Genotype	Mouse	Group	Region_predict	AT	Level_01	Level_02	Level_03	Region_new	Region_equalsize	Age	WholeBrain	coord_Y	coord_X	img_coord_Y	img_coord_X	slide_id
B05_E2__20_9	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	9	20	2310.071777	5364.311035	B05_E2
B05_E2__21_10	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	10	21	2558.754639	5618.562012	B05_E2
B05_E2__21_11	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	11	21	2837.4646	5624.332031	B05_E2
B05_E2__21_13	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	13	21	3396.799805	5632.018555	B05_E2
B05_E2__21_14	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	14	21	3668.396973	5624.468262	B05_E2
B05_E2__21_15	B05_E2	WT	B05	WT_18	AT_CNU	CNU				CNU		18	all	15	21	3947.585693	5618.775391	B05_E2
B05_E2__21_16	B05_E2	WT	B05	WT_18	AT_CNU	CNU				CNU		18	all	16	21	4220.416504	5617.745605	B05_E2
B05_E2__21_17	B05_E2	WT	B05	WT_18	AT_CNU	CNU				CNU		18	all	17	21	4496.083008	5621.476074	B05_E2
B05_E2__21_18	B05_E2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	18	21	4768.783203	5616.634766	B05_E2
B05_E2__21_19	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	19	21	5044.936035	5610.212402	B05_E2
B05_E2__21_20	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	21	5325.041016	5617.330566	B05_E2
B05_E2__21_21	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	21	21	5595.607422	5613.934082	B05_E2
B05_E2__21_22	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	22	21	5879.371582	5615.872559	B05_E2
B05_E2__21_23	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	23	21	6150.293457	5617.291016	B05_E2
B05_E2__21_24	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	24	21	6418.311523	5614.503906	B05_E2
B05_E2__21_25	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	25	21	6694.839355	5616.061523	B05_E2
B05_E2__21_26	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	26	21	6964.078125	5610.354492	B05_E2
B05_E2__21_4	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	4	21	923.9354858	5621.885742	B05_E2
B05_E2__21_5	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	5	21	1194.789063	5624.227051	B05_E2
B05_E2__21_6	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	6	21	1467.324829	5618.978516	B05_E2
B05_E2__21_7	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	7	21	1747.0979	5627.213867	B05_E2
B05_E2__21_8	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	8	21	2022.186646	5623.76123	B05_E2
B05_E2__21_9	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	9	21	2297.308594	5621.734375	B05_E2
B05_E2__22_10	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	10	22	2563.291992	5885.865723	B05_E2
B05_E2__22_11	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	11	22	2852.459717	5894.736328	B05_E2
B05_E2__22_13	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	13	22	3396.098145	5904.928711	B05_E2
B05_E2__22_14	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	14	22	3678.116943	5893.755859	B05_E2
B05_E2__22_15	B05_E2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	15	22	3947.980957	5891.189453	B05_E2
B05_E2__22_16	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	16	22	4228.354492	5893.680176	B05_E2
B05_E2__22_17	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	17	22	4506.09375	5890.196777	B05_E2
B05_E2__22_18	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	18	22	4767.785156	5885.630859	B05_E2
B05_E2__22_19	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	19	22	5048.748047	5888.770508	B05_E2
B05_E2__22_20	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	22	5325.602539	5884.263672	B05_E2
B05_E2__22_21	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	21	22	5597.62793	5884.937988	B05_E2
B05_E2__22_23	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	23	22	6157.644043	5887.330078	B05_E2
B05_E2__22_24	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	24	22	6421.602539	5889.486328	B05_E2
B05_E2__22_25	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	25	22	6700.828125	5882.51123	B05_E2
B05_E2__22_5	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	5	22	1203.960449	5896.416016	B05_E2
B05_E2__22_6	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	6	22	1463.217407	5899.470703	B05_E2
B05_E2__22_7	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	7	22	1752.50415	5890.70166	B05_E2
B05_E2__22_8	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	8	22	2027.915405	5893.463379	B05_E2
B05_E2__22_9	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	9	22	2291.276611	5895.601563	B05_E2
B05_E2__23_10	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	10	23	2576.709473	6190.140137	B05_E2
B05_E2__23_11	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	11	23	2846.450439	6190.149414	B05_E2
B05_E2__23_13	B05_E2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	13	23	3404.713379	6187.429688	B05_E2
B05_E2__23_14	B05_E2	WT	B05	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	14	23	3679.994385	6192.752441	B05_E2
B05_E2__23_15	B05_E2	WT	B05	WT_18	AT_PERI	PERI	CX	COM		PERI	CX_02	18	all	15	23	3952.401123	6185.753906	B05_E2
B05_E2__23_16	B05_E2	WT	B05	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	16	23	4230.140625	6187.60498	B05_E2
B05_E2__23_17	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	17	23	4507.299316	6186.296875	B05_E2
B05_E2__23_18	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	18	23	4788.956055	6185.150391	B05_E2
B05_E2__23_19	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	19	23	5057.196289	6182.496094	B05_E2
B05_E2__23_20	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	23	5325.299316	6185.480469	B05_E2
B05_E2__23_21	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	21	23	5607.570801	6175.629395	B05_E2
B05_E2__23_22	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	22	23	5878.406738	6179.703613	B05_E2
B05_E2__23_23	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	23	23	6161.189453	6178.967773	B05_E2
B05_E2__23_24	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	24	23	6436.623535	6177.541016	B05_E2
B05_E2__23_6	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	6	23	1493.42041	6190.225586	B05_E2
B05_E2__23_7	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	7	23	1768.329346	6193.116211	B05_E2
B05_E2__23_8	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	8	23	2030.14978	6184.943359	B05_E2
B05_E2__23_9	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	9	23	2293.965576	6183.114746	B05_E2
B05_E2__24_10	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	10	24	2578.814941	6459.960938	B05_E2
B05_E2__24_11	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	11	24	2849.648438	6461.194336	B05_E2
B05_E2__24_13	B05_E2	WT	B05	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	13	24	3405.996826	6462.807617	B05_E2
B05_E2__24_14	B05_E2	WT	B05	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	14	24	3682.140625	6467.277344	B05_E2
B05_E2__24_15	B05_E2	WT	B05	WT_18	AT_PERI	PERI	CX	COM		PERI	CX_02	18	all	15	24	3956.158203	6455.023926	B05_E2
B05_E2__24_16	B05_E2	WT	B05	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	16	24	4242.489746	6467.541504	B05_E2
B05_E2__24_17	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	17	24	4505.080566	6461.474609	B05_E2
B05_E2__24_18	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	18	24	4785.325195	6457.584473	B05_E2
B05_E2__24_19	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	19	24	5060.740723	6450.873535	B05_E2
B05_E2__24_20	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	24	5326.52002	6458.623535	B05_E2
B05_E2__24_21	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	21	24	5602.356934	6458.858887	B05_E2
B05_E2__24_22	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	22	24	5893.337891	6458.866211	B05_E2
B05_E2__24_23	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	23	24	6159.036621	6459.907227	B05_E2
B05_E2__24_8	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	8	24	2041.798584	6466.669922	B05_E2
B05_E2__24_9	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	9	24	2300.33667	6464.176758	B05_E2
B05_E2__25_10	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	10	25	2580.887207	6748.794922	B05_E2
B05_E2__25_11	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	11	25	2852.145996	6746.34668	B05_E2
B05_E2__25_13	B05_E2	WT	B05	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	13	25	3401.239502	6736.383301	B05_E2
B05_E2__25_14	B05_E2	WT	B05	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	14	25	3674.119141	6728.753418	B05_E2
B05_E2__25_15	B05_E2	WT	B05	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	15	25	3965.597168	6740.537109	B05_E2
B05_E2__25_16	B05_E2	WT	B05	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	16	25	4229.640137	6738.442871	B05_E2
B05_E2__25_17	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	17	25	4507.085449	6736.926758	B05_E2
B05_E2__25_18	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	18	25	4781.974121	6737.312012	B05_E2
B05_E2__25_19	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	19	25	5053.581055	6728.776855	B05_E2
B05_E2__25_20	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	25	5334.407715	6735.406738	B05_E2
B05_E2__25_21	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	21	25	5611.200684	6729.878906	B05_E2
B05_E2__25_22	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	22	25	5884.234863	6733.201172	B05_E2
B05_E2__25_9	B05_E2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	9	25	2311.013672	6747.26123	B05_E2
B05_E2__26_13	B05_E2	WT	B05	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	13	26	3402.412842	6999.969238	B05_E2
B05_E2__26_14	B05_E2	WT	B05	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	14	26	3671.784912	7006.385254	B05_E2
B05_E2__26_15	B05_E2	WT	B05	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	15	26	3956.751953	6988.723633	B05_E2
B05_E2__26_16	B05_E2	WT	B05	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	16	26	4225.751953	6996.339844	B05_E2
B05_E2__26_17	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	17	26	4507.344238	6998.125	B05_E2
B05_E2__26_18	B05_E2	WT	B05	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	18	26	4781.817871	6994.278809	B05_E2
B05_E2__26_19	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	19	26	5057.267578	6989.462402	B05_E2
B05_E2__26_20	B05_E2	WT	B05	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	26	5328.316406	6988.186035	B05_E2
B05_E2__3_10	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	3	2566.342529	678.9772339	B05_E2
B05_E2__3_11	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	11	3	2838.02124	678.6416016	B05_E2
B05_E2__3_13	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	13	3	3386.850586	684.5534668	B05_E2
B05_E2__3_14	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	14	3	3665.981201	676.649353	B05_E2
B05_E2__3_15	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	15	3	3943.307373	680.0134277	B05_E2
B05_E2__3_16	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	3	4220.423828	680.6977539	B05_E2
B05_E2__3_17	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	3	4489.018066	679.5426636	B05_E2
B05_E2__3_18	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	18	3	4762.120605	728.4349976	B05_E2
B05_E2__3_19	B05_E2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	19	3	5052.41748	693.93927	B05_E2
B05_E2__3_20	B05_E2	WT	B05	WT_18	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	18	all	20	3	5327.425293	676.4185791	B05_E2
B05_E2__3_21	B05_E2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	21	3	5612.066895	714.5308228	B05_E2
B05_E2__3_22	B05_E2	WT	B05	WT_18	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	18	all	22	3	5870.915039	672.7349243	B05_E2
B05_E2__3_23	B05_E2	WT	B05	WT_18	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	18	all	23	3	6153.591797	676.4273682	B05_E2
B05_E2__3_24	B05_E2	WT	B05	WT_18	AT_HPd_CA1_so	HPd	HP	HPd	CA1_so	HPd_CA1_so	HP	18	all	24	3	6418.526855	675.4471436	B05_E2
B05_E2__3_25	B05_E2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	25	3	6699.852051	670.3560791	B05_E2
B05_E2__3_26	B05_E2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	3	6978.04248	666.4004517	B05_E2
B05_E2__3_27	B05_E2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	27	3	7276.259277	678.4111328	B05_E2
B05_E2__3_28	B05_E2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	28	3	7516.878418	669.7213135	B05_E2
B05_E2__3_6	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	6	3	1470.717773	686.7981567	B05_E2
B05_E2__3_7	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	7	3	1740.405762	683.5465088	B05_E2
B05_E2__3_8	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	8	3	2009.972168	678.7260742	B05_E2
B05_E2__3_9	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	9	3	2301.698486	687.623291	B05_E2
B05_E2__4_10	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	4	2569.542236	944.3199463	B05_E2
B05_E2__4_11	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	11	4	2825.514893	947.3562622	B05_E2
B05_E2__4_13	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	13	4	3382.476318	951.4481812	B05_E2
B05_E2__4_14	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	14	4	3669.495117	941.4801025	B05_E2
B05_E2__4_15	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	15	4	3947.061768	935.49646	B05_E2
B05_E2__4_16	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	4	4216.205078	953.2674561	B05_E2
B05_E2__4_17	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	4	4493.57959	926.5245972	B05_E2
B05_E2__4_19	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	19	4	5037.966797	939.5386353	B05_E2
B05_E2__4_20	B05_E2	WT	B05	WT_18	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	18	all	20	4	5315.737793	942.6832275	B05_E2
B05_E2__4_21	B05_E2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	21	4	5603.196289	903.0580444	B05_E2
B05_E2__4_22	B05_E2	WT	B05	WT_18	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	18	all	22	4	5866.470703	942.5790405	B05_E2
B05_E2__4_23	B05_E2	WT	B05	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	23	4	6144.699707	933.1868896	B05_E2
B05_E2__4_24	B05_E2	WT	B05	WT_18	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	18	all	24	4	6418.37207	935.3985596	B05_E2
B05_E2__4_25	B05_E2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	25	4	6696.336426	934.5073853	B05_E2
B05_E2__4_26	B05_E2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	4	6981.322754	934.0432739	B05_E2
B05_E2__4_27	B05_E2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	27	4	7240.333008	927.3403931	B05_E2
B05_E2__4_28	B05_E2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	28	4	7527.395508	932.265564	B05_E2
B05_E2__4_6	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	6	4	1462.437744	945.8623657	B05_E2
B05_E2__4_7	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	7	4	1739.313477	945.2523804	B05_E2
B05_E2__4_8	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	8	4	2002.364868	947.2799683	B05_E2
B05_E2__4_9	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	9	4	2290.927246	946.6989746	B05_E2
B05_E2__5_10	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	5	2566.855713	1206.814087	B05_E2
B05_E2__5_11	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	11	5	2836.025391	1215.500732	B05_E2
B05_E2__5_13	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	13	5	3391.604004	1208.154175	B05_E2
B05_E2__5_14	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	14	5	3665.688965	1212.650757	B05_E2
B05_E2__5_15	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	15	5	3948.057617	1213.990112	B05_E2
B05_E2__5_16	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	5	4280.480469	1227.404175	B05_E2
B05_E2__5_17	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	5	4450.65918	1269.569214	B05_E2
B05_E2__5_18	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	18	5	4765.675293	1210.65332	B05_E2
B05_E2__5_19	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	19	5	5039.180664	1210.904785	B05_E2
B05_E2__5_20	B05_E2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	20	5	5320.037109	1213.92334	B05_E2
B05_E2__5_21	B05_E2	WT	B05	WT_18	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	18	all	21	5	5591.530762	1215.313599	B05_E2
B05_E2__5_23	B05_E2	WT	B05	WT_18	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	18	all	23	5	6154.51123	1212.376099	B05_E2
B05_E2__5_24	B05_E2	WT	B05	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	24	5	6421.021973	1210.546021	B05_E2
B05_E2__5_25	B05_E2	WT	B05	WT_18	AT_HPd_CA1_so	HPd	HP	HPd	CA1_so	HPd_CA1_so	HP	18	all	25	5	6703.085449	1213.909668	B05_E2
B05_E2__5_26	B05_E2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	5	6971.262695	1213.801636	B05_E2
B05_E2__5_27	B05_E2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	27	5	7253.304199	1207.292603	B05_E2
B05_E2__5_28	B05_E2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	28	5	7524.163574	1206.667358	B05_E2
B05_E2__5_6	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	6	5	1463.162598	1220.261841	B05_E2
B05_E2__5_7	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	7	5	1740.239014	1228.431641	B05_E2
B05_E2__5_8	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	8	5	2017.539429	1214.011108	B05_E2
B05_E2__5_9	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	9	5	2287.30542	1212.688721	B05_E2
B05_E2__6_10	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	6	2562.673584	1484.602295	B05_E2
B05_E2__6_11	B05_E2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	11	6	2838.375977	1488.453735	B05_E2
B05_E2__6_13	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	13	6	3384.746582	1488.662354	B05_E2
B05_E2__6_14	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	14	6	3667.037354	1490.04541	B05_E2
B05_E2__6_15	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	15	6	3937.459473	1479.334717	B05_E2
B05_E2__6_16	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	6	4263.508301	1441.844482	B05_E2
B05_E2__6_17	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	6	4472.595703	1460.509155	B05_E2
B05_E2__6_18	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	18	6	4764.018066	1481.024902	B05_E2
B05_E2__6_19	B05_E2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	19	6	5038.564941	1483.796021	B05_E2
B05_E2__6_20	B05_E2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	20	6	5314.213867	1482.387207	B05_E2
B05_E2__6_21	B05_E2	WT	B05	WT_18	AT_HPd_DG_po	HPd	HP	HPd	DG_po	HPd_DG_po	HP	18	all	21	6	5598.257324	1478.8573	B05_E2
B05_E2__6_22	B05_E2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	22	6	5883.964355	1483.217163	B05_E2
