Spot	SampleID	Genotype	Mouse	Group	Region_predict	AT	Level_01	Level_02	Level_03	Region_new	Region_equalsize	Age	WholeBrain	coord_Y	coord_X	img_coord_Y	img_coord_X	slide_id
B05_D2__13_20	B05_D2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	20	13	5312.562988	3143.493408	B05_D2
B05_D2__13_21	B05_D2	WT	B05	WT_18	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	18	all	21	13	5584.646484	3142.920654	B05_D2
B05_D2__13_22	B05_D2	WT	B05	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	22	13	5863.987793	3138.397217	B05_D2
B05_D2__13_23	B05_D2	WT	B05	WT_18	AT_HPd_CA1_so	HPd	HP	HPd	CA1_so	HPd_CA1_so	HP	18	all	23	13	6134.159668	3144.30957	B05_D2
B05_D2__13_24	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	24	13	6417.068359	3134.677002	B05_D2
B05_D2__13_25	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	25	13	6677.615234	3134.784912	B05_D2
B05_D2__13_26	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	13	6948.401855	3133.488281	B05_D2
B05_D2__13_27	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	27	13	7238.949707	3137.644043	B05_D2
B05_D2__13_3	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	3	13	649.5103149	3150.136475	B05_D2
B05_D2__13_4	B05_D2	WT	B05	WT_18	unknown	NA				unknown		18	all	4	13	928.2854614	3140.395752	B05_D2
B05_D2__13_5	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	5	13	1198.233154	3142.833984	B05_D2
B05_D2__13_6	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	6	13	1468.606079	3145.740234	B05_D2
B05_D2__13_7	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	7	13	1739.000122	3139.529541	B05_D2
B05_D2__13_8	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	8	13	2020.275269	3147.154053	B05_D2
B05_D2__13_9	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	9	13	2292.431152	3151.948975	B05_D2
B05_D2__14_10	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	14	2575.344238	3415.808838	B05_D2
B05_D2__14_11	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	11	14	2849.787109	3415.770264	B05_D2
B05_D2__14_13	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	13	14	3393.420654	3419.241211	B05_D2
B05_D2__14_14	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	14	14	3671.018799	3430.394287	B05_D2
B05_D2__14_15	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	15	14	3946.147949	3411.219238	B05_D2
B05_D2__14_16	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	14	4207.272461	3410.819336	B05_D2
B05_D2__14_17	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	14	4481.173828	3406.140625	B05_D2
B05_D2__14_19	B05_D2	WT	B05	WT_18	AT_HPd_CA3_sr	HPd	HP	HPd	CA3_sr	HPd_CA3_sr	HP	18	all	19	14	5047.632324	3422.924072	B05_D2
B05_D2__14_2	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	2	14	374.4842224	3429.951172	B05_D2
B05_D2__14_20	B05_D2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	20	14	5317.430176	3409.373535	B05_D2
B05_D2__14_21	B05_D2	WT	B05	WT_18	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	18	all	21	14	5588.682129	3412.873291	B05_D2
B05_D2__14_22	B05_D2	WT	B05	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	22	14	5858.413086	3415.862305	B05_D2
B05_D2__14_23	B05_D2	WT	B05	WT_18	AT_HPd_CA1_so	HPd	HP	HPd	CA1_so	HPd_CA1_so	HP	18	all	23	14	6150.178223	3423.111572	B05_D2
B05_D2__14_24	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	24	14	6401.851563	3415.363525	B05_D2
B05_D2__14_25	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	25	14	6687.341797	3408.85791	B05_D2
B05_D2__14_26	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	14	6956.592285	3405.238281	B05_D2
B05_D2__14_27	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	27	14	7237.830566	3414.285645	B05_D2
B05_D2__14_3	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	3	14	654.414978	3419.169189	B05_D2
B05_D2__14_4	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	4	14	934.9604492	3428.110107	B05_D2
B05_D2__14_6	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	6	14	1471.342285	3419.728516	B05_D2
B05_D2__14_7	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	7	14	1731.993652	3414.735596	B05_D2
B05_D2__14_8	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	8	14	2019.743408	3412.537842	B05_D2
B05_D2__14_9	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	9	14	2293.800049	3414.763672	B05_D2
B05_D2__15_10	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	15	2582.463623	3696.168213	B05_D2
B05_D2__15_11	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	11	15	2839.882324	3686.535645	B05_D2
B05_D2__15_13	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	13	15	3385.720459	3686.201416	B05_D2
B05_D2__15_14	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	14	15	3684.763184	3695.462158	B05_D2
B05_D2__15_15	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	15	15	3929.298096	3689.875488	B05_D2
B05_D2__15_16	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	15	4211.038574	3688.098145	B05_D2
B05_D2__15_17	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	15	4483.928711	3682.004639	B05_D2
B05_D2__15_18	B05_D2	WT	B05	WT_18	AT_HPs_CA3_sp	HPs	HP	HPs	CA3_sp	HPs_CA3_sp	HP	18	all	18	15	4772.178711	3690.655273	B05_D2
B05_D2__15_19	B05_D2	WT	B05	WT_18	AT_HPd_CA3_sr	HPd	HP	HPd	CA3_sr	HPd_CA3_sr	HP	18	all	19	15	5020.729492	3677.137451	B05_D2
B05_D2__15_2	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	2	15	373.2906189	3701.063232	B05_D2
B05_D2__15_20	B05_D2	WT	B05	WT_18	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	18	all	20	15	5312.848145	3687.093994	B05_D2
B05_D2__15_21	B05_D2	WT	B05	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	21	15	5587.562012	3678.684326	B05_D2
B05_D2__15_22	B05_D2	WT	B05	WT_18	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	18	all	22	15	5883.795898	3687.586426	B05_D2
B05_D2__15_23	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	23	15	6136.435547	3687.128418	B05_D2
B05_D2__15_24	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	24	15	6407.087402	3683.359619	B05_D2
B05_D2__15_25	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	25	15	6689.124023	3688.77417	B05_D2
B05_D2__15_26	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	15	6975.834473	3708.271484	B05_D2
B05_D2__15_27	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	27	15	7237.73584	3679.642822	B05_D2
B05_D2__15_3	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	3	15	647.072937	3693.67041	B05_D2
B05_D2__15_4	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	4	15	934.5808105	3684.273926	B05_D2
B05_D2__15_5	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	5	15	1194.062988	3686.595459	B05_D2
B05_D2__15_6	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	6	15	1484.140137	3697.724121	B05_D2
B05_D2__15_7	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	7	15	1754.57373	3695.583984	B05_D2
B05_D2__15_8	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	8	15	2024.521118	3688.824219	B05_D2
B05_D2__15_9	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	9	15	2292.367188	3691.450439	B05_D2
B05_D2__16_10	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	16	2559.590576	3946.720703	B05_D2
B05_D2__16_11	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	11	16	2831.852295	3951.026855	B05_D2
B05_D2__16_13	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	13	16	3380.811768	3943.781982	B05_D2
B05_D2__16_14	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	14	16	3660.081055	3942.944092	B05_D2
B05_D2__16_15	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	15	16	3925.603516	3939.766602	B05_D2
B05_D2__16_16	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	16	16	4201.21582	3955.821533	B05_D2
B05_D2__16_17	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	17	16	4501.276367	3940.552734	B05_D2
B05_D2__16_18	B05_D2	WT	B05	WT_18	AT_HPs_CA3_sp	HPs	HP	HPs	CA3_sp	HPs_CA3_sp	HP	18	all	18	16	4764.851563	3948.992432	B05_D2
B05_D2__16_19	B05_D2	WT	B05	WT_18	AT_HPd_CA3_slm	HPd	HP	HPd	CA3_slm	HPd_CA_slm	HP	18	all	19	16	5016.581055	3945.856445	B05_D2
B05_D2__16_2	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	2	16	371.5468445	3960.421875	B05_D2
B05_D2__16_20	B05_D2	WT	B05	WT_18	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	18	all	20	16	5312.661621	3944.641113	B05_D2
B05_D2__16_21	B05_D2	WT	B05	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	21	16	5580.581055	3944.354492	B05_D2
B05_D2__16_22	B05_D2	WT	B05	WT_18	AT_HPd_CA1_so	HPd	HP	HPd	CA1_so	HPd_CA1_so	HP	18	all	22	16	5856.086426	3939.849365	B05_D2
B05_D2__16_23	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	23	16	6130.076172	3930.993896	B05_D2
B05_D2__16_24	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	24	16	6400.667969	3952.359375	B05_D2
B05_D2__16_25	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	25	16	6687.321289	3948.147949	B05_D2
B05_D2__16_26	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	16	6962.222168	3940.930664	B05_D2
B05_D2__16_27	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	27	16	7236.45166	3947.048096	B05_D2
B05_D2__16_3	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	3	16	644.3938599	3951.913574	B05_D2
B05_D2__16_4	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	4	16	907.4788818	3954.200439	B05_D2
B05_D2__16_5	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	5	16	1178.443481	3950.751953	B05_D2
B05_D2__16_6	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	6	16	1480.114258	3950.05542	B05_D2
B05_D2__16_7	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	7	16	1743.933472	3959.79541	B05_D2
B05_D2__16_8	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	8	16	2002.398438	3942.520752	B05_D2
B05_D2__16_9	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	9	16	2281.952881	3938.867676	B05_D2
B05_D2__17_10	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	17	2561.980469	4210.925781	B05_D2
B05_D2__17_11	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	11	17	2834.499756	4224.000488	B05_D2
B05_D2__17_13	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	13	17	3373.566406	4226.881836	B05_D2
B05_D2__17_14	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	14	17	3656.353271	4217.245605	B05_D2
B05_D2__17_15	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	15	17	3936.480713	4217.249512	B05_D2
B05_D2__17_16	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	16	17	4217.000977	4221.216309	B05_D2
B05_D2__17_17	B05_D2	WT	B05	WT_18	AT_HPd_CA3_so	HPd	HP	HPd	CA3_so	HPd_CA3_so	HP	18	all	17	17	4491.686523	4210.193848	B05_D2
B05_D2__17_18	B05_D2	WT	B05	WT_18	AT_HPd_CA3_sr	HPd	HP	HPd	CA3_sr	HPd_CA3_sr	HP	18	all	18	17	4773.978516	4207.834961	B05_D2
B05_D2__17_19	B05_D2	WT	B05	WT_18	AT_HPd_CA3_slm	HPd	HP	HPd	CA3_slm	HPd_CA_slm	HP	18	all	19	17	5037.122559	4210.73291	B05_D2
B05_D2__17_2	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	2	17	372.8557129	4222.934082	B05_D2
B05_D2__17_20	B05_D2	WT	B05	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	20	17	5313.646484	4217.459961	B05_D2
B05_D2__17_21	B05_D2	WT	B05	WT_18	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	18	all	21	17	5579.773438	4215.4375	B05_D2
B05_D2__17_22	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	22	17	5861.458496	4214.618652	B05_D2
B05_D2__17_23	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	23	17	6124.956055	4210.828125	B05_D2
B05_D2__17_24	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	24	17	6403.427246	4216.946289	B05_D2
B05_D2__17_25	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	25	17	6682.310059	4216.040527	B05_D2
B05_D2__17_26	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	17	6965.899902	4218.306152	B05_D2
B05_D2__17_3	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	3	17	643.819397	4222.966309	B05_D2
B05_D2__17_4	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	4	17	920.9224854	4214.231934	B05_D2
B05_D2__17_5	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	5	17	1198.100952	4222.367188	B05_D2
B05_D2__17_6	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	6	17	1464.799683	4221.731445	B05_D2
B05_D2__17_7	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	7	17	1740.421509	4217.230957	B05_D2
B05_D2__17_8	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	8	17	2018.352173	4215.567383	B05_D2
B05_D2__17_9	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	9	17	2282.270752	4217.899902	B05_D2
B05_D2__18_10	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	10	18	2561.098633	4493.87793	B05_D2
B05_D2__18_11	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	11	18	2847.440186	4498.666992	B05_D2
B05_D2__18_13	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	13	18	3388.345947	4498.394043	B05_D2
B05_D2__18_14	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	14	18	3653.876465	4491.888672	B05_D2
B05_D2__18_15	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	15	18	3939.447998	4492.564941	B05_D2
B05_D2__18_16	B05_D2	WT	B05	WT_18	AT_HPd_CA3_so	HPd	HP	HPd	CA3_so	HPd_CA3_so	HP	18	all	16	18	4215.52002	4492.243652	B05_D2
B05_D2__18_17	B05_D2	WT	B05	WT_18	AT_HPs_CA3_sp	HPs	HP	HPs	CA3_sp	HPs_CA3_sp	HP	18	all	17	18	4491.179199	4494.665039	B05_D2
B05_D2__18_18	B05_D2	WT	B05	WT_18	AT_HPd_CA3_sr	HPd	HP	HPd	CA3_sr	HPd_CA3_sr	HP	18	all	18	18	4759.710449	4492.692871	B05_D2
B05_D2__18_19	B05_D2	WT	B05	WT_18	AT_HPd_CA3_sr	HPd	HP	HPd	CA3_sr	HPd_CA3_sr	HP	18	all	19	18	5039.273926	4495.879395	B05_D2
B05_D2__18_2	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	2	18	374.4448853	4499.009277	B05_D2
B05_D2__18_20	B05_D2	WT	B05	WT_18	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	18	all	20	18	5315.75293	4493.10498	B05_D2
B05_D2__18_21	B05_D2	WT	B05	WT_18	AT_HPd_CA1_so	HPd	HP	HPd	CA1_so	HPd_CA1_so	HP	18	all	21	18	5593.954102	4497.253906	B05_D2
B05_D2__18_22	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	22	18	5858.329102	4489.524414	B05_D2
B05_D2__18_23	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	23	18	6137.015625	4493.681641	B05_D2
B05_D2__18_24	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	24	18	6414.778809	4487.549316	B05_D2
B05_D2__18_25	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	25	18	6680.594727	4489.171387	B05_D2
B05_D2__18_26	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	26	18	6963.543945	4492.695313	B05_D2
B05_D2__18_3	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	3	18	640.2299194	4492.533203	B05_D2
B05_D2__18_4	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	4	18	921.6812744	4499.130371	B05_D2
B05_D2__18_5	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	5	18	1198.948608	4495.64209	B05_D2
B05_D2__18_6	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	6	18	1459.205688	4492.506348	B05_D2
B05_D2__18_7	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	7	18	1736.519653	4499.797852	B05_D2
B05_D2__18_8	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	8	18	2015.28772	4500.084473	B05_D2
B05_D2__18_9	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	9	18	2295.348145	4495.636719	B05_D2
B05_D2__19_10	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	10	19	2560.886719	4781.154297	B05_D2
B05_D2__19_11	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	11	19	2848.540039	4784.181641	B05_D2
B05_D2__19_13	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	13	19	3395.210693	4793.405762	B05_D2
B05_D2__19_14	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	14	19	3673.756592	4777.600098	B05_D2
B05_D2__19_15	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	15	19	3947.171631	4781.375	B05_D2
B05_D2__19_17	B05_D2	WT	B05	WT_18	AT_HPs_CA3_sp	HPs	HP	HPs	CA3_sp	HPs_CA3_sp	HP	18	all	17	19	4501.432129	4780.014648	B05_D2
B05_D2__19_18	B05_D2	WT	B05	WT_18	AT_HPs_CA3_sp	HPs	HP	HPs	CA3_sp	HPs_CA3_sp	HP	18	all	18	19	4768.052246	4769.810059	B05_D2
B05_D2__19_19	B05_D2	WT	B05	WT_18	AT_HPs_CA3_sp	HPs	HP	HPs	CA3_sp	HPs_CA3_sp	HP	18	all	19	19	5048.471191	4780.65332	B05_D2
B05_D2__19_2	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	2	19	366.3604126	4792.996582	B05_D2
B05_D2__19_20	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	20	19	5326.328125	4787.222168	B05_D2
B05_D2__19_21	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	21	19	5601.56543	4769.439941	B05_D2
B05_D2__19_22	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	22	19	5868.785156	4781.487305	B05_D2
B05_D2__19_23	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	23	19	6151.270508	4780.93457	B05_D2
B05_D2__19_24	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	24	19	6419.052734	4782.478027	B05_D2
B05_D2__19_25	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	25	19	6690.796875	4773.710449	B05_D2
B05_D2__19_26	B05_D2	WT	B05	WT_18	AT_SSp	SSp	CX	SSp		SSp	CX_01	18	all	26	19	6970.605469	4770.832031	B05_D2
B05_D2__19_3	B05_D2	WT	B05	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	3	19	647.6693115	4787.549316	B05_D2
B05_D2__19_4	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	4	19	935.7697144	4784.829102	B05_D2
B05_D2__19_5	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	5	19	1200.849487	4786.063477	B05_D2
B05_D2__19_6	B05_D2	WT	B05	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	6	19	1473.632935	4776.093262	B05_D2
B05_D2__2_10	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	2	2560.152344	382.9918518	B05_D2
B05_D2__2_11	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	11	2	2831.212891	398.8955688	B05_D2
B05_D2__2_12	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	12	2	3104.83667	400.5487061	B05_D2
B05_D2__2_13	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	13	2	3378.503174	405.148468	B05_D2
B05_D2__2_14	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	14	2	3645.749023	392.1559143	B05_D2
B05_D2__2_15	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	15	2	3924.472168	391.940918	B05_D2
B05_D2__2_16	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	2	4204.659668	395.0384827	B05_D2
B05_D2__2_6	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	6	2	1460.856445	392.7689819	B05_D2
B05_D2__2_7	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	7	2	1739.525757	399.2747498	B05_D2
B05_D2__2_8	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	8	2	2012.111694	391.3145447	B05_D2
B05_D2__2_9	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	9	2	2284.967529	390.8461304	B05_D2
B05_D2__20_14	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	14	20	3673.513428	5040.606934	B05_D2
B05_D2__20_15	B05_D2	WT	B05	WT_18	AT_HPd_CA3_so	HPd	HP	HPd	CA3_so	HPd_CA3_so	HP	18	all	15	20	3950.739258	5045.519043	B05_D2
B05_D2__20_16	B05_D2	WT	B05	WT_18	AT_HPd_CA3_so	HPd	HP	HPd	CA3_so	HPd_CA3_so	HP	18	all	16	20	4208.993164	5036.631836	B05_D2
B05_D2__20_17	B05_D2	WT	B05	WT_18	AT_HPd_CA3_so	HPd	HP	HPd	CA3_so	HPd_CA3_so	HP	18	all	17	20	4497.93457	5043.978516	B05_D2
