,spot,x,y,rmse,pcc,snr,model,cvFold
12x24,12x24,12,24,0.8708986120573162,0.4874338052085753,3.3620718912605305,MIST,0
12x25,12x25,12,25,0.9148487681961113,0.5260273117876028,3.322033832902199,MIST,0
12x26,12x26,12,26,0.9942805151584528,0.5430784915805555,3.2503700019409605,MIST,0
12x27,12x27,12,27,0.8651841078664478,0.49885399908234007,3.3906167592928735,MIST,0
12x28,12x28,12,28,0.902117468545274,0.49783848181759105,3.3073398580427065,MIST,0
12x29,12x29,12,29,0.8801805421891067,0.5275367165896142,3.3903324227782035,MIST,0
13x10,13x10,13,10,0.9877357202303791,0.5758617359331824,3.229112239870646,MIST,0
13x11,13x11,13,11,0.9188125938281756,0.5507625458847658,3.3226558929673455,MIST,0
13x21,13x21,13,21,0.9760165332324693,0.3855114321674702,3.2867502287598267,MIST,0
13x22,13x22,13,22,0.9534882523429581,0.3680876884776364,3.3967705401013806,MIST,0
