,gene,pval,padj,lfc
878,Rassf3,1.0322519644844828e-15,3.0483787118343247e-14,-0.7159990626819122
1368,Nde1,1.0655179094441568e-15,3.137252582777096e-14,-0.612411503229854
7437,Mars2,1.1717821590317195e-15,3.4297162423966865e-14,-0.524546934044646
9360,Bean1,1.1717821590317195e-15,3.4297162423966865e-14,-0.5817916097543101
9711,Scaf4,1.2094723126917743e-15,3.5192087027822716e-14,-0.5328894408169411
322,Pde8a,1.2094723126917743e-15,3.5192087027822716e-14,-0.5412127981690587
430,Gosr2,1.2483560895528196e-15,3.621697007022301e-14,-0.695948019297286
8851,Mta2,1.288470682135778e-15,3.6947363647447104e-14,-0.8412304985978132
6595,Cox18,1.288470682135778e-15,3.6947363647447104e-14,-0.7673403921727449
634,F2r,1.288470682135778e-15,3.6947363647447104e-14,-0.5655897030920976
1370,Pik3c2a,1.288470682135778e-15,3.6947363647447104e-14,-0.7294051006292355
7756,Tm6sf1,1.3298544222951333e-15,3.7805315516568256e-14,-0.5237040737023149
596,Tor1b,1.3298544222951333e-15,3.7805315516568256e-14,-0.6591748512217395
5401,Tcf20,1.3298544222951333e-15,3.7805315516568256e-14,-0.6439205096970291
523,Eif2ak4,1.3725468155014116e-15,3.890717950073199e-14,-0.5294898125862142
6519,Rnaseh2a,1.4165885761359846e-15,4.0040887953466556e-14,-0.5466712565432807
1992,Hcn4,1.4620216638273146e-15,4.109028500069211e-14,-0.894172383600754
1125,Eml6,1.4620216638273146e-15,4.109028500069211e-14,-0.6474154017420624
3772,Cdan1,1.5088893208590643e-15,4.193101699791776e-14,-0.5417473602242913
6395,Strada,1.5088893208590643e-15,4.193101699791776e-14,-0.5361247744920901
981,Pls1,1.5088893208590643e-15,4.193101699791776e-14,-0.47364928741140755
1046,Gm44519,1.5088893208590643e-15,4.193101699791776e-14,-0.49130327990286293
8462,Cntn4,1.557236110680703e-15,4.3153324490095784e-14,-0.6508203382698303
7786,Tvp23b,1.6071079575527653e-15,4.441094699460756e-14,-0.8846569100761847
5419,Edc3,1.6585521873593172e-15,4.55779355265159e-14,-0.6910096888843462
6544,Cep97,1.6585521873593172e-15,4.55779355265159e-14,-0.4749664076706379
7923,Ercc5,1.7116175696214423e-15,4.65193203743542e-14,-0.7188849291558563
8941,Sap30l,1.7116175696214423e-15,4.65193203743542e-14,-0.6864508204483277
9556,Abhd10,1.7116175696214423e-15,4.65193203743542e-14,-0.7749978611421371
9010,Cbfa2t3,1.7116175696214423e-15,4.65193203743542e-14,-0.8299201901913742
1425,Nsun5,1.7663543607463587e-15,4.787546216674994e-14,-0.6661687937548422
3990,5530601H04Rik,1.822814348547608e-15,4.900299551679751e-14,-0.6481233330870264
5073,Hunk,1.822814348547608e-15,4.900299551679751e-14,-0.57437388454853
988,Gk,1.822814348547608e-15,4.900299551679751e-14,-0.7389504019398414
2257,1810055G02Rik,1.8810508980733164e-15,5.0295233877403566e-14,-0.5955357956532925
1687,Phf6,1.8810508980733164e-15,5.0295233877403566e-14,-0.5908828750259403
6450,Slc12a4,1.941118998779828e-15,5.148388808291914e-14,-0.5797732357620244
9530,Rflnb,1.941118998779828e-15,5.148388808291914e-14,-0.7480189664797106
769,Gm14270,1.941118998779828e-15,5.148388808291914e-14,-0.619566925141136
9663,Dcx,2.003075313089437e-15,5.2563459077967637e-14,-0.5666952713528248
3556,Gm45396,2.003075313089437e-15,5.2563459077967637e-14,-0.5339484163874788
1250,Mrto4,2.003075313089437e-15,5.2563459077967637e-14,-0.537988991428004
533,Arhgef6,2.003075313089437e-15,5.2563459077967637e-14,-0.548573680320537
5070,Ccdc39,2.0669782263723322e-15,5.3954130853565916e-14,-0.6935582035968766
1467,Ccdc112,2.0669782263723322e-15,5.3954130853565916e-14,-0.7335111700971702
2529,Qrsl1,2.1328878983932822e-15,5.538230965565549e-14,-0.5229891561964939
4431,Polr3f,2.1328878983932822e-15,5.538230965565549e-14,-0.7199944505487439
3740,Zfp874b,2.200866316265505e-15,5.699782844715875e-14,-0.5346820989440637
1134,Trmt12,2.3432868033773853e-15,6.021334115795448e-14,-0.6209753799970814
8806,Atl3,2.3432868033773853e-15,6.021334115795448e-14,-0.5593331521372553
2747,Golga7,2.3432868033773853e-15,6.021334115795448e-14,-0.6486554958216084
2768,Atxn3,2.4947742429697084e-15,6.361031336520445e-14,-0.5417818183539671
4876,Sdccag8,2.4947742429697084e-15,6.361031336520445e-14,-0.556798641344729
2513,Gar1,2.4947742429697084e-15,6.361031336520445e-14,-0.5469522453674793
6015,Stx3,2.5740940598670833e-15,6.512918806717406e-14,-0.5876426165111175
1460,Rprd1b,2.5740940598670833e-15,6.512918806717406e-14,-0.675349585634148
79,C1galt1c1,2.5740940598670833e-15,6.512918806717406e-14,-0.6726739072384165
1788,Vprbp,2.655896086064001e-15,6.685694651254749e-14,-0.6033546962452503
5353,Lcat,2.655896086064001e-15,6.685694651254749e-14,-0.559748353577989
6171,Rbp4,2.740256718803e-15,6.880548152060426e-14,-0.629055949106962
3935,Chrd,2.8272546660116217e-15,7.081020357177969e-14,-0.6871378105593715
8430,Alad,2.9169710149186787e-15,7.250651821756405e-14,-0.6247062662622884
1480,Cdh19,2.9169710149186787e-15,7.250651821756405e-14,-0.6355093069090749
4708,Usp42,2.9169710149186787e-15,7.250651821756405e-14,-0.6080141155336216
717,Akap12,3.009489302668887e-15,7.406188475448582e-14,-0.5349744398692655
4050,Dtx4,3.009489302668887e-15,7.406188475448582e-14,-0.6203131051261837
7715,Sh3bgrl2,3.009489302668887e-15,7.406188475448582e-14,-1.014513045290764
2567,Pdgfc,3.009489302668887e-15,7.406188475448582e-14,-0.5077410588625648
8012,Itga6,3.2032785309930817e-15,7.805427218501121e-14,-0.5925059204395131
6942,Brf2,3.2032785309930817e-15,7.805427218501121e-14,-0.7220174046877386
3986,Idnk,3.2032785309930817e-15,7.805427218501121e-14,-0.7275050290573599
5193,Etv3,3.2032785309930817e-15,7.805427218501121e-14,-0.5271218881071142
2325,Rsbn1,3.304729460098714e-15,7.954668746656101e-14,-0.7100941341438611
8429,mt-Co1,3.304729460098714e-15,7.954668746656101e-14,-0.40858680996140784
3641,Znrf3,3.304729460098714e-15,7.954668746656101e-14,-0.6283348137910609
9073,Clmp,3.304729460098714e-15,7.954668746656101e-14,-0.7592483163899253
200,Flywch1,3.304729460098714e-15,7.954668746656101e-14,-0.7006061021856613
6895,Ddi2,3.4093424612640516e-15,8.186559458564384e-14,-0.7007301806799058
1865,P4ha1,3.5172144544612867e-15,8.425133800965014e-14,-0.6722410207888805
5987,Satb2,3.628445278540817e-15,8.587609842249834e-14,-0.8263301094320603
5539,Tcea2,3.628445278540817e-15,8.587609842249834e-14,-0.36699305800604964
9268,Elmod2,3.628445278540817e-15,8.587609842249834e-14,-0.5132389663569219
2855,Vav3,3.628445278540817e-15,8.587609842249834e-14,-0.7322625539318128
4184,Ccdc71,3.628445278540817e-15,8.587609842249834e-14,-0.6737687731084421
653,Ippk,3.743137777523561e-15,8.816871912628713e-14,-0.6909234070241643
1251,Rasgef1c,3.743137777523561e-15,8.816871912628713e-14,-0.772735508162457
640,9130024F11Rik,3.861397889395224e-15,9.073826441754621e-14,-0.7359112561448695
7669,Bbs1,4.109060724417585e-15,9.63292363665004e-14,-0.6802171054613391
6045,Kdm6b,4.372346705468621e-15,1.0130123174988542e-13,-0.5858749385897131
5660,Ctsb,4.372346705468621e-15,1.0130123174988542e-13,0.9502597632473968
3128,Usp35,4.372346705468621e-15,1.0130123174988542e-13,-0.5160486521279077
7801,Plrg1,4.372346705468621e-15,1.0130123174988542e-13,-0.7245861151762591
5330,Dock4,4.372346705468621e-15,1.0130123174988542e-13,-0.6632264331660558
2421,Cbs,4.510148786283291e-15,1.0400676443519953e-13,-0.7069508000510769
7617,Pcdhb17,4.510148786283291e-15,1.0400676443519953e-13,-0.4546607355719914
1633,Glt8d2,4.949721282552699e-15,1.1361390405636624e-13,-0.664074025693445
9282,Cdh10,4.949721282552699e-15,1.1361390405636624e-13,-0.7898071032316354
891,Taf4,5.105415016888262e-15,1.1664635279925076e-13,-0.662928069328462
5617,Btaf1,5.105415016888262e-15,1.1664635279925076e-13,-0.8235359342719413
4310,mt-Tv,5.431405005749694e-15,1.2267783041525506e-13,0.7238430535874532
5084,Zfp800,5.431405005749694e-15,1.2267783041525506e-13,-0.6178233866505405
3667,Fam221b,5.431405005749694e-15,1.2267783041525506e-13,-0.5790631078590014
249,Ttll12,5.431405005749694e-15,1.2267783041525506e-13,-0.6294850936436927
5294,Axin1,5.431405005749694e-15,1.2267783041525506e-13,-0.6238680809138479
1523,Ankrd6,5.601998888232012e-15,1.2624276765667265e-13,-0.7989599453744693
7005,Atg7,5.777864547547169e-15,1.2961545117660803e-13,-0.7781359991775636
1340,Arhgef15,5.777864547547169e-15,1.2961545117660803e-13,-0.5587254807819422
7781,Cdc42ep1,5.959162143442232e-15,1.333800703282217e-13,-0.5751005692727524
8164,Lamb2,6.146056615084308e-15,1.3694355426357895e-13,-0.679081745772061
1878,Zfp609,6.146056615084308e-15,1.3694355426357895e-13,-0.5754652172428747
9873,Ss18,6.5373206831482454e-15,1.4533418768176538e-13,-0.5846022124870771
1471,Gm3488,6.742045334834167e-15,1.4954944954599645e-13,-0.5587502209967647
5138,P3h4,6.953077273255018e-15,1.538854439917492e-13,-0.7346207859137177
1179,Nt5c3b,7.394832762888113e-15,1.63297054739402e-13,-0.5249790033517829
6554,Utp11,7.625955560564893e-15,1.6765239635704107e-13,-0.8807463920455998
9425,Nts,7.625955560564893e-15,1.6765239635704107e-13,-0.5117873957942587
9284,Sh2d3c,7.864184474289897e-15,1.721247278852875e-13,-0.6042067921875907
8016,Fam210b,7.864184474289897e-15,1.721247278852875e-13,-0.6791474711635033
7106,Gm6977,8.109734262764218e-15,1.7710728711153731e-13,-0.701191363464825
9506,Safb,8.362826058704655e-15,1.8183173230497836e-13,-0.5915968753480154
3338,Pradc1,8.362826058704655e-15,1.8183173230497836e-13,-0.719540140624912
9614,Zfp335,8.62368755444827e-15,1.8709241442139636e-13,-0.6278663577534367
1863,Lef1,8.892553192852975e-15,1.920830321766255e-13,-0.7034564954401965
8993,Mfsd13a,8.892553192852975e-15,1.920830321766255e-13,-0.6093098652746436
1762,Atg2a,9.169664363643106e-15,1.9763723213403322e-13,-0.5923744298416942
775,Susd6,9.455269605350867e-15,2.0290885511005667e-13,-0.5004270178318801
8942,Hip1,9.455269605350867e-15,2.0290885511005667e-13,-0.8048397528279381
2277,Rian,9.749624813010652e-15,2.083218969224933e-13,-0.9746763042801305
2536,Wee1,9.749624813010652e-15,2.083218969224933e-13,-0.5999239314882407
6471,Gm19410,1.0052993451766284e-14,2.1434108667742211e-13,-0.41824171586980796
8781,Wbp1l,1.0365646776555629e-14,2.1958745944425017e-13,-0.6492301647313079
8109,Ndnf,1.0365646776555629e-14,2.1958745944425017e-13,-0.5769968869144515
8938,Dhdh,1.0365646776555629e-14,2.1958745944425017e-13,-0.48668637019029326
333,Zfp518a,1.0687864058041928e-14,2.2544784461878206e-13,-0.49612334198630315
8099,Acvr1c,1.0687864058041928e-14,2.2544784461878206e-13,-0.7994998110507323
604,Iffo1,1.1019932814966707e-14,2.319578624222673e-13,-0.6996630742092744
5199,Gabrb2,1.1362149053100894e-14,2.371429126209433e-13,-0.5993686107727116
7136,Zbtb34,1.1362149053100894e-14,2.371429126209433e-13,-0.5295325353656413
6293,Bmp2k,1.1362149053100894e-14,2.371429126209433e-13,-0.6920171820893035
6348,Ak6,1.1362149053100894e-14,2.371429126209433e-13,-0.8784613928102267
3880,Gm12389,1.1714817510979128e-14,2.434762387313372e-13,-0.38396708549707625
4715,Gtf3c5,1.1714817510979128e-14,2.434762387313372e-13,-0.659558851451389
5046,Tmem169,1.207825191260503e-14,2.50503451093085e-13,-0.5191252802553867
822,Lrrc61,1.2452775227320975e-14,2.550627439417938e-13,-0.4357026336869252
5545,Ppat,1.2452775227320975e-14,2.550627439417938e-13,-0.5596876746191581
6523,Mief1,1.2452775227320975e-14,2.550627439417938e-13,-0.6219689602399336
4064,Tm9sf4,1.2452775227320975e-14,2.550627439417938e-13,-0.8600534050852211
5128,Bnip3l-ps,1.2452775227320975e-14,2.550627439417938e-13,-0.6124214619315449
756,Stat2,1.2452775227320975e-14,2.550627439417938e-13,-0.6064876444386478
5487,Tbc1d7,1.2838719937041352e-14,2.6080791855677637e-13,-0.6274157198860362
4760,Adamts2,1.2838719937041352e-14,2.6080791855677637e-13,-0.5622378471556226
811,Gm3194,1.2838719937041352e-14,2.6080791855677637e-13,-0.6038789090362062
8081,Spred3,1.2838719937041352e-14,2.6080791855677637e-13,-0.5800964980653225
7536,Hps4,1.323642831105256e-14,2.6669650770110584e-13,-0.7699559531017899
693,Arhgef1,1.323642831105256e-14,2.6669650770110584e-13,-0.581013185311229
9629,Ubxn11,1.323642831105256e-14,2.6669650770110584e-13,-0.7379884023518777
9015,Papd7,1.323642831105256e-14,2.6669650770110584e-13,-0.7695518500996874
5871,2510002D24Rik,1.3646252688591348e-14,2.7273207646107917e-13,-0.4789001445094554
9198,Ssbp1,1.3646252688591348e-14,2.7273207646107917e-13,-0.4676270452945426
6668,Mthfd2l,1.3646252688591348e-14,2.7273207646107917e-13,-0.6445323476954599
4214,Pex1,1.3646252688591348e-14,2.7273207646107917e-13,-0.6451574727443594
7996,Rps19bp1,1.4068555769414763e-14,2.794783578851812e-13,-0.7961903121429188
8693,Mob1a,1.4068555769414763e-14,2.794783578851812e-13,-0.6686743298022382
9759,Zbtb37,1.4068555769414763e-14,2.794783578851812e-13,-0.5269697403283073
5938,Rbm15,1.450371091258342e-14,2.8639762885865823e-13,-0.7647578493089275
3274,Zfp287,1.450371091258342e-14,2.8639762885865823e-13,-0.47881737455701323
3378,Ddit4l,1.450371091258342e-14,2.8639762885865823e-13,-0.5527818373030486
91,Pcgf2,1.4952102443686305e-14,2.940778319590231e-13,-0.6192182009819192
4011,Fam222b,1.4952102443686305e-14,2.940778319590231e-13,-0.6913969342770612
1133,Utp4,1.5414125970738798e-14,3.0256338934229946e-13,-0.6784532948317956
6310,Supt7l,1.638070981492151e-14,3.190046499980679e-13,-0.517548657765845
5306,Nfxl1,1.638070981492151e-14,3.190046499980679e-13,-0.5983072298259726
3758,Dcaf15,1.638070981492151e-14,3.190046499980679e-13,-0.6934775983616825
1354,Gon7,1.638070981492151e-14,3.190046499980679e-13,-0.5030598306273539
6008,Rell1,1.6886120729576142e-14,3.26916619134436e-13,-0.553005018556207
2919,Fpgt,1.6886120729576142e-14,3.26916619134436e-13,-0.7190037991524374
6837,Mylip,1.6886120729576142e-14,3.26916619134436e-13,-0.5724888449370997
2250,Fam222a,1.7406865531669557e-14,3.356844458183371e-13,-0.5414581929369184
5002,Ints2,1.7406865531669557e-14,3.356844458183371e-13,-0.7203159570786068
5776,Fbxo6,1.8496198489441387e-14,3.5599784368880087e-13,-0.7749348042284483
6345,Synpo2,1.9065741309079433e-14,3.648305198660016e-13,-0.7270923644342524
2311,Ruvbl2,1.9065741309079433e-14,3.648305198660016e-13,-0.6934783925903547
4633,Apoe,1.9065741309079433e-14,3.648305198660016e-13,0.6150973266475948
5816,Ctsd,1.965252812225509e-14,3.738893475259031e-13,1.4782886561453008
4824,Entpd5,1.965252812225509e-14,3.738893475259031e-13,-0.8003254604392005
6276,Igsf1,1.965252812225509e-14,3.738893475259031e-13,-0.5085281831775008
1966,Frmd6,2.0257071849340906e-14,3.846510783215539e-13,-0.5355152017988303
8931,Rpp30,2.2182600919534293e-14,4.180047064703862e-13,-0.6118481450228472
4523,Mterf2,2.2182600919534293e-14,4.180047064703862e-13,-0.6157761160244792
4718,Plekho2,2.2182600919534293e-14,4.180047064703862e-13,-0.6318255732826392
8998,Ak4,2.2182600919534293e-14,4.180047064703862e-13,-0.6022862293294509
7776,Smyd4,2.2863607498492683e-14,4.259692447883015e-13,-0.5302134617682777
5428,Cib1,2.2863607498492683e-14,4.259692447883015e-13,-0.7481502332279355
3812,Unc45a,2.2863607498492683e-14,4.259692447883015e-13,-0.7398208235905397
6143,Uggt2,2.2863607498492683e-14,4.259692447883015e-13,-0.6894349280853671
6773,Kat2b,2.2863607498492683e-14,4.259692447883015e-13,-0.6731291115064577
9150,Trib1,2.2863607498492683e-14,4.259692447883015e-13,-0.5524928157435145
4937,Myl6b,2.3565168966053093e-14,4.382146928217354e-13,-0.5573860451858925
171,Stk11ip,2.428789476457396e-14,4.508070223375801e-13,-0.43204654607320947
7297,Tmem38b,2.503241206969811e-14,4.620254712789616e-13,-0.46135805351436154
9413,Ankrd49,2.503241206969811e-14,4.620254712789616e-13,-0.546729468859537
65,Frzb,2.503241206969811e-14,4.620254712789616e-13,-0.4410328317498706
8622,Trmt11,2.579936629619967e-14,4.744110237329058e-13,-0.504890812267095
2611,Cdc42ep3,2.579936629619967e-14,4.744110237329058e-13,-0.4492557468170215
7984,Zfp560,2.6589421617957157e-14,4.853305314879154e-13,-0.6723687447284616
9096,Wdr17,2.6589421617957157e-14,4.853305314879154e-13,-0.4436659049547451
3463,RP24-418P10.4,2.6589421617957157e-14,4.853305314879154e-13,-0.47107707895443607
4528,Rras,2.6589421617957157e-14,4.853305314879154e-13,-0.44378258092741607
5275,Tspan12,2.7403261502443514e-14,4.983464449332237e-13,-0.5426611420353522
4076,Mir6240,2.7403261502443514e-14,4.983464449332237e-13,-1.143070269544693
2850,Entpd2,2.824158926012464e-14,5.126496193585561e-13,-0.5105071867975148
7849,Mlh1,2.91051286091747e-14,5.273572112281416e-13,-0.4324767536870553
956,Rpl23a-ps3,3.0910842491491587e-14,5.580309576064348e-13,-0.5597430654532918
3172,Chac2,3.0910842491491587e-14,5.580309576064348e-13,-0.6956120921330475
6511,Adcy6,3.185457180496085e-14,5.740205443833838e-13,-0.5480883272569468
6609,Ercc6l2,3.282662351369346e-14,5.851419575152602e-13,-0.5412304032038913
8179,Abhd5,3.282662351369346e-14,5.851419575152602e-13,-0.7664274125413666
6714,Cdh20,3.282662351369346e-14,5.851419575152602e-13,-0.5338250970903538
318,Mmp24,3.282662351369346e-14,5.851419575152602e-13,-0.8391574612479635
3236,Tada3,3.282662351369346e-14,5.851419575152602e-13,-0.5913639383622886
4264,Ankrd54,3.282662351369346e-14,5.851419575152602e-13,-0.5674294201101064
8584,Cmc4,3.382783241109778e-14,6.008236015134476e-13,-0.6578669900950684
8054,C78859,3.382783241109778e-14,6.008236015134476e-13,-0.44724965926969684
4875,Focad,3.485905743241774e-14,6.180298479908758e-13,-0.732373274660449
599,Gm43444,3.59211823390009e-14,6.357213897669695e-13,-0.45814991842953745
96,Creb5,3.701511642154923e-14,6.527460726530954e-13,-0.5413304852427743
8609,Fam208b,3.701511642154923e-14,6.527460726530954e-13,-0.6603802337846991
9544,Pcm1,3.930218128067042e-14,6.918442694122285e-13,-0.5663225010369857
7637,Hltf,4.04972648908761e-14,7.103536197968746e-13,-0.5657259833714834
481,Ctbp2,4.04972648908761e-14,7.103536197968746e-13,-0.5359158988719743
2101,Ust,4.172806489214056e-14,7.306473380140647e-13,-0.33609848036476375
8478,Fyco1,4.2995629472006205e-14,7.515119476440943e-13,-0.7217398668326558
522,Hrk,4.4301036995368876e-14,7.702463251233467e-13,-0.7465958958824501
5904,Pacsin3,4.4301036995368876e-14,7.702463251233467e-13,-0.623690141402423
3077,Sorcs1,4.4301036995368876e-14,7.702463251233467e-13,-0.538215848360406
9555,Vwa5b2,4.564539685582653e-14,7.908404747717896e-13,-0.6182775710711841
7605,Rpl31-ps13,4.564539685582653e-14,7.908404747717896e-13,-0.5806801314069654
7378,Bbs7,4.702985035053466e-14,8.105684834805564e-13,-0.4358690019783813
8954,Gm2115,4.702985035053466e-14,8.105684834805564e-13,-0.48603386786292724
7687,2900079G21Rik,4.702985035053466e-14,8.105684834805564e-13,-0.565641255828587
9796,Ece2,4.8455571579199074e-14,8.336886428400286e-13,-0.4912107268653898
4976,Tbc1d12,4.992376836786062e-14,8.574580563598006e-13,-0.7131483633975026
1190,Tgfbrap1,5.299259428261526e-14,9.085887959062613e-13,-0.5721315882142637
1216,Mtrr,5.6246701960291684e-14,9.593941767123545e-13,-0.5708085716089197
5971,Kbtbd3,5.6246701960291684e-14,9.593941767123545e-13,-0.6254493025275396
6550,Kansl1l,5.6246701960291684e-14,9.593941767123545e-13,-0.5049338564837331
6704,Slc39a13,5.794664229217384e-14,9.849933542894773e-13,-0.6482342983490117
7897,Uba6,5.794664229217384e-14,9.849933542894773e-13,-0.7762089071257119
1114,Cln8,5.969706842091886e-14,1.0130070289676678e-12,-0.4713846184713262
3621,Csgalnact2,6.149945235006536e-14,1.0400240719644386e-12,-0.48297329322225035
5766,Gfap,6.149945235006536e-14,1.0400240719644386e-12,1.330782248325436
1263,Sstr2,6.335530817617559e-14,1.0677582006591229e-12,-0.5724411189737779
8064,Csnk1g1,6.335530817617559e-14,1.0677582006591229e-12,-0.6706739848087055
3298,Ankrd42,6.723370947796947e-14,1.1311957276625034e-12,-0.47188576780961533
3332,Pus7,6.925950438682041e-14,1.157405873139889e-12,-0.6130521732127576
8571,Cdyl,6.925950438682041e-14,1.157405873139889e-12,-0.5162315447994512
7577,Mapk7,6.925950438682041e-14,1.157405873139889e-12,-0.6907901817353981
